time_h,nh3_feed_kg_h,temperature_c,pressure_bar,nh3_outlet_ppmv,fired_kw,h2_product_kg_h
2576.0,9.9423,598.861,5.046,3206.867,12.4698,1.68127
2578.0,10.0122,599.907,4.97,3335.122,12.3874,1.70716
2580.0,9.9863,598.678,4.966,3112.165,11.864,1.65741
2582.0,9.9463,600.548,5.009,3246.282,11.7599,1.66949
2584.0,10.0922,599.931,5.087,3266.38,11.8808,1.71542
2586.0,10.0236,603.862,4.99,3140.16,12.0628,1.67317
2588.0,10.0344,601.408,4.967,3232.35,12.7154,1.66346
2590.0,10.0678,598.13,5.042,3200.784,11.9296,1.69202
2592.0,10.004,600.595,5.014,3205.758,12.277,1.68838
2594.0,10.051,599.793,5.055,3005.279,12.0005,1.68993
2596.0,10.0462,598.981,4.984,3181.415,12.0216,1.66825
2598.0,9.912,598.938,5.026,3183.095,12.5129,1.65748
2600.0,10.0194,601.319,4.91,3215.397,12.1134,1.68763
2602.0,10.071,594.414,4.939,3212.822,12.3511,1.70592
2604.0,10.0011,600.189,5.094,3215.805,12.6566,1.6814
2606.0,10.082,597.575,4.957,3088.027,11.9146,1.67057
2608.0,10.0879,600.531,4.933,3066.227,12.5284,1.67668
2610.0,10.038,601.034,5.07,3085.114,12.2068,1.67822
2612.0,10.0085,600.139,4.963,3215.479,12.4391,1.70903
2614.0,9.9759,597.483,5.086,3052.282,12.1584,1.67419
2616.0,9.9673,601.381,4.991,3144.954,12.1594,1.72016
2618.0,10.0803,601.019,4.956,3139.353,12.2097,1.67544
2620.0,9.9975,599.601,5.057,3232.173,12.1829,1.67748
2622.0,10.0549,599.138,4.977,3003.877,11.7648,1.70048
2624.0,9.9523,600.254,4.933,3004.441,12.4575,1.6632
2626.0,10.012,597.392,5.031,3184.843,12.3632,1.65283
2628.0,9.962,601.953,5.09,3158.284,12.2331,1.68548
2630.0,10.0227,599.543,5.035,3066.201,12.1793,1.6961
2632.0,9.8991,599.735,5.047,3138.12,12.0105,1.66248
2634.0,9.9724,597.918,4.933,3070.946,11.9223,1.66893
2636.0,9.9864,601.456,4.949,3241.721,11.908,1.66404
2638.0,9.9758,599.888,4.984,3275.38,11.9891,1.66541
2640.0,10.026,597.707,4.95,3318.606,12.3305,1.68848
2642.0,10.0391,601.254,5.016,3218.078,12.0411,1.64694
2644.0,10.0063,601.593,4.949,3124.392,12.6557,1.67409
2646.0,9.9883,601.443,5.034,3176.191,12.2121,1.6764
2648.0,10.0389,596.533,5.124,3237.337,12.3163,1.69845
2650.0,10.0139,599.239,4.988,3165.288,12.0592,1.68015
2652.0,9.9774,598.03,5.063,3217.521,12.3757,1.66582
2654.0,10.0272,601.925,5.11,3046.905,12.0411,1.67016
2656.0,9.9586,598.263,5.049,3026.621,12.2911,1.66705
2658.0,10.0557,598.98,4.981,3284.702,12.3472,1.66607
2660.0,10.0043,600.24,5.091,3126.869,12.4268,1.66203
2662.0,9.9438,600.851,4.977,3118.211,12.3882,1.68536
2664.0,10.0851,599.544,4.919,3153.986,11.8911,1.68749
2666.0,10.0424,601.311,5.034,3271.926,12.2691,1.71605
2668.0,10.0029,599.64,4.982,3173.932,12.0759,1.69179
2670.0,9.9618,598.894,4.983,3170.192,12.298,1.66133
2672.0,10.0575,597.358,4.987,3099.288,12.3773,1.6729
2674.0,10.0717,601.394,4.952,3102.546,12.1417,1.66029
2676.0,10.0342,600.756,5.027,3177.027,12.195,1.69931
2678.0,9.9838,597.318,5.026,3143.445,12.4445,1.65493
2680.0,10.0745,596.327,4.976,3246.724,12.4855,1.67776
2682.0,9.9695,599.62,5.063,3103.901,12.3802,1.6864
2684.0,10.0053,598.681,4.984,3363.282,12.0811,1.68199
2686.0,10.0473,601.24,5.032,3238.81,12.1259,1.66494
2688.0,10.1145,601.429,4.935,2906.388,11.9318,1.64875
2690.0,9.8959,600.792,4.937,3227.827,11.9182,1.69434
2692.0,10.0538,599.378,4.978,3109.975,11.7443,1.70408
2694.0,9.8655,598.839,4.972,3296.959,12.5241,1.64534
2696.0,10.034,599.45,5.032,3198.007,12.3825,1.68776
2698.0,9.9912,599.613,5.021,3300.438,12.7521,1.68635
2700.0,10.0008,601.61,4.999,3054.346,12.6238,1.70011
2702.0,10.0522,600.459,5.043,3210.191,12.3189,1.69878
2704.0,9.9649,600.279,4.957,3025.29,12.6174,1.67854
2706.0,10.0256,601.332,5.048,3285.455,12.3541,1.69889
2708.0,9.9837,599.459,4.983,3150.24,11.9676,1.6711
2710.0,10.0204,601.662,4.913,3199.407,12.1886,1.66647
2712.0,9.9878,598.737,4.951,3329.72,12.1645,1.67598
2714.0,10.0481,598.52,5.017,3170.85,11.6911,1.6936
2716.0,10.0082,600.801,4.933,3118.311,12.4271,1.66961
2718.0,10.0107,599.676,4.975,3242.411,12.1776,1.67248
2720.0,9.9224,597.198,5.017,3332.235,12.6324,1.70363
2722.0,9.9785,602.438,4.987,3326.717,12.3168,1.69416
2724.0,9.9282,596.692,5.062,3038.725,12.0276,1.69356
2726.0,10.0721,601.977,5.073,3064.335,12.2305,1.677
2728.0,9.9256,595.89,4.987,3063.476,12.4093,1.66866
2730.0,9.9469,601.808,5.034,3342.152,12.2155,1.66754
2732.0,9.9967,602.163,5.051,3224.253,12.2257,1.65777
2734.0,9.9605,598.593,4.964,3027.147,12.4369,1.65547
2736.0,9.913,599.624,5.017,3281.308,12.0352,1.67645
2738.0,10.0286,597.069,4.859,3182.193,12.1721,1.67241
2740.0,9.9841,601.362,5.041,3197.497,12.2047,1.66405
2742.0,9.9885,601.147,4.989,3422.823,12.079,1.64582
2744.0,10.1068,598.459,4.944,3226.507,12.5893,1.65527
2746.0,9.9957,598.493,4.979,3350.234,12.0786,1.65213
2748.0,10.0005,601.017,4.927,3412.961,12.3883,1.65823
2750.0,9.9435,603.061,4.94,3218.707,12.3554,1.67538
2752.0,10.0021,600.564,4.985,3181.393,12.4061,1.67488
2754.0,10.0236,603.95,4.999,3195.654,12.2014,1.68563
2756.0,10.0135,599.729,4.923,3207.881,11.9902,1.68392
2758.0,9.987,600.233,5.008,3167.56,12.2704,1.69536
2760.0,10.0802,599.248,5.078,3308.132,11.7317,1.6662
2762.0,10.1074,601.432,4.995,3154.018,11.8534,1.66788
2764.0,10.0256,601.511,5.028,3232.221,12.105,1.66889
2766.0,10.0516,598.47,5.056,3169.366,12.077,1.68076
2768.0,10.0572,599.889,5.039,3258.211,12.4817,1.67481
2770.0,9.9166,603.614,5.002,3334.653,12.0311,1.68679
2772.0,9.9163,598.588,5.001,3209.168,12.1214,1.64761
2774.0,9.9558,596.23,4.925,3044.267,11.9943,1.66009
2776.0,10.0099,601.339,5.056,3318.144,12.7044,1.67611
2778.0,10.007,601.331,4.957,3302.077,11.7399,1.66188
2780.0,9.9689,600.141,4.963,3192.172,12.0005,1.65025
2782.0,9.994,601.941,5.026,3158.216,11.9059,1.6634
2784.0,9.968,597.925,4.985,3366.321,12.2267,1.64482
2786.0,10.028,602.486,5.055,3256.234,12.3342,1.65757
2788.0,10.0065,600.827,5.02,3176.945,12.3806,1.65074
2790.0,10.0104,598.972,5.101,3197.098,12.04,1.67593
2792.0,9.9775,598.598,4.911,3237.447,12.0527,1.6594
2794.0,9.9808,600.959,4.957,3303.071,12.1895,1.67289
2796.0,10.0594,596.852,5.02,3190.238,11.8813,1.67681
2798.0,10.0662,602.007,5.076,3312.996,12.2509,1.68089
2800.0,10.0221,601.232,4.981,3194.679,11.9199,1.71945
2802.0,10.0566,597.047,5.02,3304.063,12.1979,1.68947
2804.0,10.0363,602.072,4.931,3047.451,12.4553,1.66973
2806.0,10.0274,601.371,4.999,3346.103,12.3751,1.68083
2808.0,10.0085,597.815,5.01,3109.469,11.8921,1.66222
2810.0,9.9546,599.173,5.115,3143.391,11.9657,1.69429
2812.0,9.9952,600.287,5.027,3143.38,12.3947,1.65202
2814.0,10.0012,600.982,5.001,3260.915,12.5706,1.71234
2816.0,9.9612,599.962,4.979,3309.61,12.6275,1.63114
2818.0,10.0678,602.375,5.043,3300.71,12.3499,1.68488
2820.0,9.964,601.081,5.117,3263.492,12.3779,1.69318
2822.0,10.0099,602.114,4.969,3299.441,11.7191,1.68271
2824.0,10.0411,599.284,5.037,3190.713,12.3207,1.68271
2826.0,10.0921,598.338,4.998,3296.585,12.2069,1.67874
2828.0,10.0339,599.872,5.061,3233.271,12.3483,1.67459
2830.0,10.0348,599.671,5.065,3344.496,12.4379,1.68472
2832.0,9.9941,598.474,4.99,3301.311,12.3542,1.6903
2834.0,9.9754,600.097,5.02,3288.96,12.5091,1.66612
2836.0,10.0926,601.734,5.039,3223.127,12.1546,1.68628
2838.0,9.9702,600.886,4.992,3130.012,11.9658,1.66027
2840.0,10.0212,601.095,4.898,3136.958,11.8865,1.66555
2842.0,9.9504,601.71,4.996,3279.636,12.3696,1.6695
2844.0,9.9878,598.228,5.101,3079.666,12.3144,1.66562
2846.0,9.9315,599.002,4.94,3076.957,12.3152,1.70721
2848.0,10.0237,599.619,5.033,3320.375,12.4034,1.69325
2850.0,9.9514,599.546,4.94,3399.029,12.0276,1.69094
2852.0,10.026,602.77,5.05,3373.662,12.2556,1.67683
2854.0,9.9982,598.036,5.018,3262.711,12.2803,1.66654
2856.0,10.0093,599.744,4.944,3273.298,12.5825,1.66372
2858.0,9.9944,601.44,5.041,3280.895,12.0078,1.66289
2860.0,10.0444,599.868,5.045,3283.121,12.3321,1.666
2862.0,9.9247,597.939,5.034,3350.845,12.0999,1.67836
2864.0,9.9609,597.215,5.013,3438.363,12.1417,1.68329
2866.0,10.0296,599.486,5.097,3322.338,12.2797,1.66758
2868.0,9.9603,595.947,5.027,3274.108,11.6466,1.67966
2870.0,10.033,601.025,5.053,3193.709,12.1203,1.65502
2872.0,9.9759,599.348,4.971,3402.202,12.3898,1.66512
2874.0,10.0015,601.085,5.026,3387.123,12.0788,1.65248
2876.0,10.0394,597.599,5.071,3187.63,12.1551,1.68156
2878.0,9.9329,600.538,4.981,3089.009,11.9058,1.66136
2880.0,10.0632,602.596,4.988,3299.835,12.214,1.68862
2882.0,10.0143,602.064,5.027,3286.976,12.1869,1.65026
2884.0,10.0208,599.632,4.974,3343.304,11.9049,1.6513
2886.0,9.9963,600.016,5.016,3230.301,12.7279,1.68289
2888.0,9.9625,597.946,5.072,3434.225,12.9038,1.66846
2890.0,10.0061,600.686,4.963,3309.483,12.2252,1.678
2892.0,10.019,597.713,4.979,3204.157,12.0134,1.65655
2894.0,10.0507,604.938,5.024,3200.688,11.9804,1.68343
2896.0,10.0754,598.815,5.02,3326.695,12.8679,1.64231
2898.0,9.9896,599.857,4.993,3179.033,12.3538,1.68728
2900.0,10.0316,598.181,4.905,3098.882,12.5677,1.66334
2902.0,10.0301,598.669,4.954,3324.719,12.2513,1.65532
2904.0,9.9914,603.761,5.089,3265.454,12.2283,1.69241
2906.0,10.0098,601.129,4.974,3057.894,11.9873,1.67062
2908.0,10.0404,601.12,5.023,3252.286,12.3206,1.6685
2910.0,10.0095,598.027,5.069,3130.099,12.5491,1.65286
2912.0,9.9909,601.02,4.93,3339.039,12.1884,1.69112
2914.0,10.0879,600.179,5.003,3374.49,12.2673,1.67892
2916.0,10.0285,601.247,5.018,3291.785,12.2879,1.68865
2918.0,9.9429,599.672,5.01,3403.379,11.7202,1.64786
2920.0,9.9335,599.149,5.037,3184.572,11.911,1.70252
2922.0,10.0074,598.176,5.001,3283.45,12.3104,1.68024
2924.0,10.0371,602.975,5.035,3259.934,12.3684,1.67907
2926.0,10.0244,601.002,4.91,3386.54,12.0716,1.69688
2928.0,10.0218,597.114,5.007,3283.171,12.0495,1.68517
2930.0,9.9859,597.62,4.976,3160.363,12.5324,1.6876
2932.0,9.9922,598.412,4.98,3314.066,12.4938,1.65122
2934.0,9.9537,602.172,4.981,3227.483,12.3818,1.67446
2936.0,10.032,598.653,5.005,3322.656,12.4461,1.70444
2938.0,10.0143,596.422,4.894,3432.787,12.7335,1.68078
2940.0,9.9536,597.496,4.997,3185.983,12.5665,1.65161
2942.0,9.9706,603.305,5.05,3084.098,12.6807,1.66057
2944.0,9.985,599.701,5.037,3335.053,12.3555,1.68661
2946.0,9.9698,601.036,4.923,3122.133,12.1359,1.66578
2948.0,10.0254,601.663,4.999,3367.59,12.2028,1.68263
2950.0,9.9681,600.836,4.901,3247.577,12.5203,1.67257
2952.0,9.9541,602.066,4.953,3277.308,12.0528,1.6556
2954.0,9.9271,602.493,4.909,3220.0,12.1456,1.67401
2956.0,10.0259,602.933,4.98,3391.827,11.9198,1.68926
2958.0,9.9543,601.182,5.117,3222.228,12.2526,1.65783
2960.0,9.9447,598.675,4.975,3198.183,12.2302,1.64445
2962.0,10.0616,601.045,4.995,3092.563,12.0576,1.66272
2964.0,9.9254,599.117,5.026,3374.426,12.3622,1.6585
2966.0,9.9332,601.628,4.981,3241.997,12.2915,1.67846
2968.0,9.9931,597.132,4.984,3357.381,12.3374,1.68529
2970.0,10.0739,598.021,5.021,3274.46,12.3539,1.70883
2972.0,9.989,601.239,4.935,3481.927,12.3968,1.68602
2974.0,9.9537,599.905,4.967,3252.921,12.4195,1.67899
2976.0,9.9803,596.898,4.965,3337.221,11.9199,1.66694
2978.0,9.9565,597.518,5.028,3227.62,12.5493,1.69413
2980.0,9.9649,601.762,4.993,3138.398,12.3282,1.69026
2982.0,10.0844,600.268,4.975,3281.822,11.9791,1.68991
2984.0,9.9844,600.649,4.944,3181.691,12.1503,1.69565
2986.0,10.047,599.935,5.008,3182.745,12.5274,1.66899
2988.0,9.9895,604.157,5.086,3519.716,12.6693,1.6597
2990.0,9.9526,602.067,4.933,3402.612,12.8302,1.67892
2992.0,9.992,601.147,5.018,3169.222,12.2232,1.68705
2994.0,9.9651,598.473,4.991,3304.164,12.2326,1.69959
2996.0,10.0623,599.085,5.01,3472.945,11.7576,1.65824
2998.0,10.0094,597.802,4.996,3143.843,12.1977,1.62591
3000.0,10.031,597.545,5.059,3240.914,12.3488,1.69368
3002.0,10.0256,601.746,5.05,3404.551,11.9273,1.66366
3004.0,9.9439,601.014,5.043,3389.691,12.0984,1.67097
3006.0,10.1075,602.209,4.985,3281.952,11.8954,1.7134
3008.0,10.0591,599.119,5.022,3159.464,12.2266,1.67755
3010.0,10.0111,600.846,4.917,3388.455,12.422,1.66974
3012.0,10.0263,598.357,4.924,3291.571,12.0962,1.69803
3014.0,9.9598,600.346,4.986,3253.475,12.4479,1.68091
3016.0,10.0034,598.652,4.986,3160.727,11.799,1.67348
3018.0,9.9427,600.127,5.061,3389.428,12.2971,1.6902
3020.0,9.9437,600.694,4.964,3361.368,11.8617,1.69863
3022.0,10.1103,601.726,5.146,3348.019,12.1802,1.67371
3024.0,10.0006,599.127,4.983,3357.446,12.454,1.68413
3026.0,10.1062,600.346,5.07,3297.794,11.979,1.67101
3028.0,10.0539,602.678,5.017,3367.922,12.1977,1.68681
3030.0,9.921,599.587,4.991,3446.444,12.2629,1.67929
3032.0,10.0427,601.447,5.027,3216.929,12.3497,1.68543
3034.0,10.0594,599.276,5.06,3305.318,12.454,1.65334
3036.0,10.094,601.509,4.999,3251.671,12.4682,1.67054
3038.0,9.9996,602.369,4.943,3236.167,12.1539,1.69035
3040.0,9.9296,599.636,4.979,3332.865,12.4378,1.67509
3042.0,9.9584,598.218,4.94,3492.655,12.3646,1.67567
3044.0,9.9881,600.442,5.02,3232.827,12.4281,1.66787
3046.0,10.0499,599.636,4.985,3355.24,12.6369,1.66873
3048.0,10.0227,602.966,5.034,3306.029,12.4028,1.64687
3050.0,9.9843,601.924,4.932,3488.027,12.4715,1.65474
3052.0,9.9555,600.55,4.955,3274.395,11.6269,1.67527
3054.0,10.0272,599.024,5.037,3572.099,12.2035,1.6695
3056.0,9.9848,594.758,5.01,3379.694,12.6384,1.67516
3058.0,10.004,599.826,5.013,3521.038,12.2674,1.6606
3060.0,10.0323,600.458,5.106,3392.332,12.3163,1.66882
3062.0,9.9517,599.496,5.042,3289.948,11.9822,1.68232
3064.0,10.0379,601.549,5.016,3321.697,12.303,1.68143
3066.0,9.9186,601.095,5.019,3465.019,12.4531,1.69386
3068.0,10.0699,599.439,5.001,3316.605,12.7998,1.67859
3070.0,9.9133,600.949,5.117,3232.489,12.4528,1.67184
3072.0,9.9672,600.697,5.04,3252.492,11.9575,1.68843
3074.0,10.0108,601.44,5.025,3456.085,12.2021,1.69546
3076.0,9.9934,595.54,4.937,3321.336,12.4158,1.69884
3078.0,10.0302,599.571,4.967,3396.387,12.3585,1.67093
3080.0,10.0301,597.707,4.951,3436.386,12.3498,1.69888
3082.0,9.9121,599.248,4.903,3222.879,12.0529,1.68018
3084.0,9.9635,600.937,4.989,3437.951,11.6528,1.67519
3086.0,10.0037,597.221,5.031,3535.155,12.6897,1.67135
3088.0,9.9896,598.71,4.993,3255.374,11.8653,1.6786
3090.0,9.9802,593.833,4.949,3276.818,12.1222,1.67716
3092.0,9.9806,601.748,5.011,3183.817,11.6853,1.67419
3094.0,9.9648,598.939,4.917,3316.3,12.6526,1.68227
3096.0,10.0402,600.819,5.058,3377.624,12.373,1.69061
3098.0,9.9841,595.168,5.093,3434.739,12.8406,1.66647
3100.0,10.0228,596.883,4.996,3450.281,12.2042,1.67358
3102.0,10.061,603.324,4.967,3384.483,12.2831,1.6517
3104.0,9.9526,598.807,5.018,3381.57,11.9769,1.68158
3106.0,10.0403,594.952,5.008,3442.387,11.7053,1.65792
3108.0,10.0092,598.039,5.016,3338.662,12.1764,1.67573
3110.0,10.0108,599.549,4.955,3371.026,12.3593,1.65683
3112.0,9.9363,598.683,4.901,3224.682,11.9628,1.65107
3114.0,9.9996,600.506,5.043,3419.724,12.6874,1.661
3116.0,9.9906,597.666,5.006,3394.857,12.1729,1.66175
3118.0,9.9273,603.09,4.919,3490.731,12.7895,1.67762
3120.0,9.9323,603.237,4.966,3397.369,12.378,1.69051
3122.0,9.9427,601.072,4.99,3616.262,11.8862,1.63463
3124.0,9.8927,602.746,4.991,3343.379,12.3693,1.68199
3126.0,10.0144,602.268,5.034,3398.114,12.2648,1.67465
3128.0,10.0279,597.008,4.993,3312.622,12.2046,1.69192
3130.0,9.9187,598.078,5.008,3402.589,12.6819,1.66882
3132.0,9.9671,598.15,5.027,3275.002,12.4555,1.67578
3134.0,9.9563,601.627,5.055,3365.562,12.3589,1.66689
3136.0,10.0071,602.579,4.924,3323.774,12.4298,1.69622
3138.0,9.9821,602.615,5.067,3233.287,12.4969,1.65694
3140.0,9.9836,599.846,5.002,3407.883,12.9086,1.69409
3142.0,9.908,601.705,4.862,3477.662,12.4098,1.67997
3144.0,9.9396,600.709,5.033,3342.93,12.6589,1.65621
3146.0,9.9928,598.434,4.965,3396.528,12.286,1.65344
3148.0,9.9995,601.877,4.945,3447.118,12.2644,1.6856
3150.0,9.9812,598.681,4.919,3405.974,12.2376,1.66219
3152.0,9.9726,598.843,5.017,3552.026,12.0733,1.66134
3154.0,10.0349,601.27,4.998,3410.207,12.2912,1.66904
3156.0,10.0136,601.296,5.047,3533.841,12.6424,1.69265
3158.0,10.0501,596.641,5.045,3380.147,11.9409,1.70311
3160.0,9.9436,599.854,4.993,3404.29,12.9856,1.65366
3162.0,9.8826,599.927,4.989,3646.171,12.5154,1.66104
3164.0,10.0142,602.712,4.9,3393.745,12.1499,1.68316
3166.0,10.0621,600.943,4.99,3258.381,12.5572,1.6822
3168.0,9.89,597.989,5.049,3515.365,12.7302,1.68038
3170.0,10.0499,600.122,5.031,3386.706,12.4565,1.67574
3172.0,9.9341,602.456,5.053,3345.455,12.1343,1.69228
3174.0,10.0117,602.322,5.051,3333.315,12.4769,1.66519
3176.0,10.0407,600.462,5.01,3329.426,12.5901,1.67047
3178.0,10.011,598.675,5.007,3468.571,12.5436,1.65397
3180.0,9.9391,600.997,5.029,3430.217,12.1914,1.70508
3182.0,10.1063,601.949,4.995,3205.999,12.3959,1.70534
3184.0,9.9773,597.33,5.055,3488.7,11.8579,1.67907
3186.0,10.0336,601.271,4.995,3313.986,12.2455,1.68649
3188.0,9.995,600.339,4.975,3534.111,12.6332,1.67619
3190.0,10.0079,602.372,4.984,3383.267,12.9495,1.63537
3192.0,9.9622,598.664,5.047,3436.278,12.4349,1.65975
3194.0,9.9959,599.432,4.948,3522.017,12.4953,1.67067
3196.0,9.9626,602.718,5.021,3482.438,12.1786,1.68212
3198.0,10.0075,598.751,4.997,3502.693,12.3022,1.65679
3200.0,9.9879,599.965,5.048,3321.748,12.1971,1.66292
3202.0,10.069,600.957,4.931,3494.562,12.1291,1.68267
3204.0,10.0254,601.318,5.031,3277.012,12.1049,1.67298
3206.0,9.9531,598.387,5.014,3455.922,12.7461,1.67207
3208.0,9.9816,604.446,4.994,3449.706,12.6056,1.65458
3210.0,10.0124,600.125,4.906,3536.518,12.259,1.65426
3212.0,10.0507,604.432,5.043,3566.088,12.4813,1.66589
3214.0,10.0644,599.716,4.981,3352.83,12.6265,1.65982
3216.0,9.9636,598.403,4.96,3496.512,12.3227,1.68817
3218.0,9.9541,602.129,4.923,3345.765,12.4189,1.64466
3220.0,9.9399,600.078,4.973,3566.696,12.8382,1.66101
3222.0,10.0848,599.021,4.968,3516.469,12.0963,1.66745
3224.0,9.9858,603.187,5.004,3330.667,12.4675,1.70636
3226.0,9.9294,597.97,4.976,3395.595,12.2749,1.70457
3228.0,10.0193,605.475,5.012,3368.948,11.8309,1.69798
3230.0,10.0285,599.031,5.036,3495.556,12.3642,1.70288
3232.0,10.014,602.88,5.065,3539.432,12.5364,1.66429
3234.0,9.8963,602.448,5.05,3348.927,12.1055,1.68124
3236.0,9.9931,601.383,5.05,3405.326,12.6898,1.68803
3238.0,10.0312,599.072,5.005,3533.791,11.7545,1.68287
3240.0,9.9939,602.006,4.916,3237.94,11.9341,1.65189
3242.0,9.9304,603.813,5.028,3612.687,12.5826,1.69325
3244.0,9.981,597.646,5.019,3434.666,12.0681,1.67091
3246.0,10.0387,602.057,4.925,3514.225,12.041,1.63161
3248.0,10.0112,602.489,4.98,3571.304,12.5277,1.66126
3250.0,9.9307,602.613,4.923,3325.517,11.9977,1.67927
3252.0,10.0929,600.566,4.952,3497.312,12.4956,1.67559
3254.0,10.1068,599.934,5.017,3440.79,12.0258,1.66255
3256.0,9.925,600.383,4.963,3631.039,12.0253,1.6669
3258.0,9.9963,602.668,4.993,3548.796,12.2426,1.67833
3260.0,10.0315,598.609,4.986,3418.594,12.0493,1.67971
3262.0,10.0036,599.434,5.1,3600.613,12.1294,1.678
3264.0,9.9731,600.221,5.038,3522.564,12.7111,1.6663
3266.0,9.8948,599.53,5.042,3340.756,12.1006,1.67363
3268.0,10.0309,600.601,4.9,3354.649,12.4044,1.6701
3270.0,10.0208,600.153,4.967,3482.013,12.7644,1.66048
3272.0,9.9696,601.031,5.051,3539.358,12.658,1.69958
3274.0,9.9333,602.473,4.939,3346.591,12.8722,1.67955
3276.0,10.0115,600.511,4.999,3380.374,12.4529,1.67741
3278.0,9.9081,597.857,4.938,3554.917,12.5461,1.67378
3280.0,10.0498,599.709,5.078,3471.659,12.0976,1.70461
3282.0,10.0128,602.696,4.952,3350.027,12.4662,1.68103
3284.0,10.0227,601.258,4.984,3427.372,12.7288,1.66836
3286.0,9.9958,598.718,5.076,3401.418,12.6259,1.68143
3288.0,10.0195,599.664,5.059,3421.625,12.4229,1.66057
3290.0,10.0147,603.182,5.022,3611.95,12.7105,1.65882
3292.0,10.0037,600.304,5.062,3637.408,12.221,1.66182
3294.0,9.9736,594.525,5.017,3260.362,12.6108,1.67819
3296.0,10.074,599.531,4.996,3570.432,12.515,1.68812
3298.0,10.0225,597.631,5.021,3477.883,12.2539,1.67818
3300.0,9.9985,598.352,5.026,3379.358,12.3613,1.69899
3302.0,10.0276,599.457,5.041,3490.036,12.0196,1.65216
3304.0,10.0199,600.11,5.076,3589.438,12.142,1.68526
3306.0,9.9517,599.613,4.969,3348.397,12.3748,1.66818
3308.0,10.0558,600.849,4.945,3495.74,12.6009,1.68258
3310.0,9.8882,598.306,4.945,3372.363,12.5827,1.70693
3312.0,9.9764,598.5,5.028,3495.71,12.98,1.67452
3314.0,9.9991,598.624,4.983,3560.965,12.203,1.67098
3316.0,9.9588,598.256,4.961,3578.637,12.1648,1.67702
3318.0,9.9138,598.022,5.044,3484.985,11.9301,1.65642
3320.0,9.9553,598.79,4.937,3587.668,12.6328,1.67245
3322.0,9.996,600.233,5.027,3556.269,12.401,1.65533
3324.0,10.0196,601.817,4.987,3546.54,12.414,1.67895
3326.0,10.0017,599.468,5.021,3363.054,11.9639,1.711
3328.0,9.9834,600.98,5.049,3697.521,12.6628,1.64602
3330.0,10.0245,599.068,5.067,3614.327,12.4766,1.65887
3332.0,10.0048,604.103,5.035,3473.509,12.0179,1.67082
3334.0,10.0147,602.776,4.982,3631.711,12.6631,1.66525
3336.0,9.9157,599.947,4.964,3471.577,12.2324,1.70063
3338.0,10.0758,597.463,4.932,3377.94,12.3788,1.6559
3340.0,9.9299,599.472,4.997,3539.96,12.1818,1.68795
3342.0,9.8957,597.835,5.046,3369.113,12.03,1.66228
3344.0,10.0098,601.26,4.994,3326.121,12.0376,1.67518
3346.0,10.0611,599.137,4.954,3405.594,12.4634,1.66732
3348.0,9.9653,597.856,5.01,3452.736,12.1576,1.68241
3350.0,9.9992,603.758,4.962,3441.788,12.5519,1.68719
3352.0,9.9151,599.731,4.993,3552.759,12.0477,1.68707
3354.0,10.0139,597.93,4.994,3584.825,12.0292,1.66836
3356.0,9.984,603.248,5.021,3436.046,12.111,1.651
3358.0,9.9378,597.224,5.061,3691.87,12.5246,1.6838
3360.0,10.0404,600.444,4.915,3542.326,12.5985,1.69768
3362.0,10.0265,603.466,5.062,3576.648,12.6117,1.66421
3364.0,9.9822,600.161,4.948,3490.101,12.4583,1.69082
3366.0,9.9963,601.501,5.022,3689.927,12.1713,1.66978
3368.0,9.9556,598.371,5.016,3590.534,12.1801,1.67093
3370.0,9.9314,594.781,4.901,3638.883,12.697,1.69646
3372.0,10.0083,600.157,4.941,3505.732,12.4778,1.68221
3374.0,9.9876,601.471,4.975,3630.422,12.1227,1.69188
3376.0,10.0759,602.067,4.953,3560.968,12.2783,1.68147
3378.0,9.9487,600.306,5.024,3526.189,12.3279,1.69352
3380.0,9.9879,600.019,5.104,3363.614,12.4652,1.68239
3382.0,10.0758,599.493,5.013,3663.236,12.0983,1.64564
3384.0,9.9601,602.619,4.912,3381.326,12.3114,1.66671
3386.0,10.0188,597.108,5.026,3652.516,12.3608,1.66503
3388.0,10.0997,602.726,5.035,3351.299,12.0273,1.6705
3390.0,9.9731,600.633,5.052,3258.282,12.3474,1.70936
3392.0,9.92,596.916,4.961,3666.215,11.8702,1.67261
3394.0,10.069,601.138,5.019,3701.136,12.5419,1.67036
3396.0,9.9703,601.383,5.024,3411.936,13.2063,1.66151
3398.0,10.0319,599.999,5.004,3613.532,12.4778,1.6656
3400.0,9.9604,602.911,4.984,3488.518,12.2646,1.66023
3402.0,10.0552,603.215,5.007,3589.304,12.3657,1.68766
3404.0,9.9333,601.403,4.959,3582.883,12.4665,1.6598
3406.0,10.0891,600.791,5.025,3605.099,12.2406,1.67087
3408.0,10.0486,599.072,5.129,3391.383,12.0377,1.68915
3410.0,10.0023,602.891,5.054,3776.034,12.1137,1.70055
3412.0,10.0374,600.056,5.031,3687.821,12.4315,1.68591
3414.0,9.9659,599.906,4.974,3404.838,12.4475,1.65366
3416.0,9.9644,601.072,4.935,3513.47,12.2358,1.69502
3418.0,9.9911,602.295,4.981,3528.564,12.4016,1.67607
3420.0,9.9318,601.986,4.961,3614.15,12.5143,1.69308
3422.0,10.1029,602.4,5.006,3293.539,12.3236,1.64412
3424.0,10.0662,597.407,4.97,3400.547,12.581,1.66997
